序号,原书页码,原词条,lexeme_uid,lemma,pos,ipa,english,spanish,chinese,example_fr,example_en,example_es,example_zh,review_status
558,220,nature,fr:nature:noun:1,nature,noun,/na.tyʁ/,nature,naturaleza,自然（界），大自然,On parle de la nature.,We are talking about it.,Estamos hablando de ello.,我们正在谈论自然（界）。,machine-assisted
559,220,Nice,fr:nice:proper_noun:1,Nice,proper_noun,/nis/,"Nice (a coastal city, the capital of Alpes-Maritimes department in the Provence-Alpes-Côte d'Azur region in southeast France)",Niza,尼斯（法国）,Je connais bien Nice.,I know Nice well.,Conozco bien Niza.,我很了解尼斯。,machine-assisted
560,220,Nîmes,fr:nîmes:proper_noun:1,Nîmes,proper_noun,/nim/,"Nîmes (a city in Gard department, Occitania, France)",Nimes,尼姆（法国）,Je connais bien Nîmes.,I know Nîmes well.,Conozco bien Nimes.,我很了解尼姆。,machine-assisted
561,220,Noël,fr:noël:proper_noun:1,Noël,proper_noun,/nɔ.ɛl/,"Christmas, Christmas time",navidad,圣诞节,Je connais bien Noël.,"I know Christmas, Christmas time well.",Conozco bien Navidad.,我很了解圣诞节。,machine-assisted
562,220,noir(e),fr:noir:adjective:1,noir,adjective,/nwaʁ/,black in colour,negro,黑的，黑色的,C’est quelque chose de noir.,It is something black in colour.,Es algo negro.,这是黑色的东西。,machine-assisted
563,220,nom,fr:nom:noun:1,nom,noun,/nɔ̃/,name,nombre,姓名；名字,Voici le nom.,Here it is.,Aquí está.,这是姓名。,machine-assisted
564,220,nombre,fr:nombre:noun:1,nombre,noun,/nɔ̃bʁ/,number,número,数；数目，数量,On parle du nombre.,We are talking about it.,Estamos hablando de ello.,我们正在谈论数。,machine-assisted
565,220,non,fr:non:adverb:1,non,adverb,/nɔ̃/,no,no,不；不是；没有,"Non, merci.","No, thank you.","No, gracias.",不，谢谢。,seed-reviewed
566,220,nord,fr:nord:noun:1,nord,noun,/nɔʁ/,north,norte,北，北边，北方,On parle du nord.,We are talking about it.,Estamos hablando de ello.,我们正在谈论北。,machine-assisted
567,220,Notre-Dame,fr:notre-dame:proper_noun:1,Notre-Dame,proper_noun,/nɔ.tʁə.dam/,Our Lady (the Virgin Mary),Notre-Dame,圣母院,Je connais bien Notre-Dame.,I know Our Lady well.,Conozco bien Notre-Dame.,我很了解巴黎圣母院。,machine-assisted
568,220,"nouveau(nouvel, nouvelle)",fr:nouveau:adjective:1,nouveau,adjective,/nu.vo/,"new, novel",nuevo,新的,C’est quelque chose de nouveau.,"It is something new, novel.",Es algo nuevo.,这是新事物。,machine-assisted
569,220,nouvel an,fr:nouvel an:expression:1,nouvel an,expression,/nuvˈɛl ˈɑ̃/,New Year,año nuevo,新年,Nous fêtons le nouvel an en famille.,We celebrate New Year with the family.,Celebramos el Año Nuevo en familia.,我们一家人庆祝新年。,machine-assisted
570,220,nouvelle,fr:nouvelle:noun:1,nouvelle,noun,/nu.vɛl/,"news, a piece of information",noticia,新闻，消息,Voici la nouvelle.,Here it is.,Aquí está.,这是新闻。,machine-assisted
571,220,nuage,fr:nuage:noun:1,nuage,noun,/ny.aʒ/,cloud,nube,云,Voici le nuage.,Here it is.,Aquí está.,这是云。,machine-assisted
572,220,objet,fr:objet:noun:1,objet,noun,/ɔb.ʒɛ/,"thing, object",objeto,物，物体；物品，东西,Voici l’objet.,Here it is.,Aquí está.,这是物。,machine-assisted
573,220,océan,fr:océan:noun:1,océan,noun,/ɔ.se.ɑ̃/,an ocean (one of the large bodies of water separating the continents),océano,海洋,Voici l’océan.,Here it is.,Aquí está.,这是海洋。,machine-assisted
574,220,octobre,fr:octobre:noun:1,octobre,noun,/ɔk.tɔbʁ/,October,octubre,十月,Il pleut souvent en octobre.,It often rains in October.,Llueve a menudo en octubre.,十月经常下雨。,machine-assisted
575,220,œil (yeux),fr:œil:noun:1,œil,noun,/œj/,"eye, organ that is sensitive to light, helping organisms to see",ojo,眼睛,Voici l’œil.,Here it is.,Aquí está.,这是眼睛。,machine-assisted
576,220,œuf (œufs),fr:œuf:noun:1,œuf,noun,/œf/,egg,huevo,鸡蛋,Voici l’œuf.,Here it is.,Aquí está.,这是鸡蛋。,machine-assisted
577,220,office,fr:office:noun:1,office,noun,/ɔ.fis/,"charge, task, mandate",oficina,事务所，营业所,Voici l’office.,Here it is.,Aquí está.,这是事务所。,machine-assisted
578,220,offrir,fr:offrir:verb:1,offrir,verb,/ɔ.fʁiʁ/,to offer; to give,ofrecer,赠送，提供,Je vais offrir des fleurs.,I am going to offer some flowers.,Voy a ofrecer flores.,我会送花。,machine-assisted
579,220,oh,fr:oh:interjection:1,oh,interjection,/o/,oh,oh,啊！哦！呦！哎呀,"Oh, j’ai oublié mes clés !","Oh, I forgot my keys!","¡Oh, he olvidado las llaves!",哦，我忘记带钥匙了！,machine-assisted
580,220,opéra,fr:opéra:noun:1,opéra,noun,/ɔ.pe.ʁa/,opera,ópera,歌剧；歌剧院,On parle de l’opéra.,We are talking about it.,Estamos hablando de ello.,我们正在谈论歌剧。,machine-assisted
581,220,orange,fr:orange:noun:1,orange,noun,/ɔ.ʁɑ̃ʒ/,orange (fruit),naranja; fruta cítrica dividida en gajos,柑，橘，橙,Voici l’orange.,Here it is.,Aquí está.,这是柑。,machine-assisted
582,220,ordinateur,fr:ordinateur:noun:1,ordinateur,noun,/ɔʁ.di.na.tœʁ/,"a computer, a computing device","ordenador, computadora, computador",电脑,On parle de l’ordinateur.,We are talking about it.,Estamos hablando de ello.,我们正在谈论电脑。,machine-assisted
583,220,organisé(e),fr:organisé:adjective:1,organisé,adjective,/ɔʁɡanizˈe/,organized,organizado,有组织的；安排好的,C’est quelque chose d’organisé.,It is something organized.,Es algo organizado.,这是有组织的事情。,machine-assisted
584,220,original(e),fr:original:adjective:1,original,adjective,/ɔ.ʁi.ʒi.nal/,original,original,独到的，新颖的,C’est quelque chose d’original.,It is something original.,Es algo original.,这是原创的。,machine-assisted
585,220,ou,fr:ou:conjunction:1,ou,conjunction,/u/,or,ou; ou,或，或者，还是（表示选择）,Vous préférez le thé ou le café ?,Do you prefer tea or coffee?,¿Prefiere té o café?,你喜欢茶还是咖啡？,machine-assisted
586,220,où,fr:où:adverb:1,où,adverb,/u/,where (interrogative),dónde,在哪儿，去哪里,Où habitez-vous ?,Where do you live?,¿Dónde vive usted?,你住在哪里？,machine-assisted
587,220,ouais,fr:ouais:interjection:1,ouais,interjection,/wɛ/,"synonym of oui; yeah, yep, yup, yes, affirmative expression",¡Guau!,《俗》哦,"Ouais, on peut y aller.","Yeah, we can go.","Sí, podemos ir.",是的，我们可以走了。,machine-assisted
588,220,ouest,fr:ouest:noun:1,ouest,noun,/wɛst/,west,oeste,西，西边，西方,Voici l’ouest.,Here it is.,Aquí está.,这是西。,machine-assisted
589,220,oui,fr:oui:adverb:1,oui,adverb,/wi/,yes,sí,对，是的,"Oui, je parle français.","Yes, I speak French.","Sí, hablo francés.",是的，我说法语。,seed-reviewed
590,220,ouvert(e),fr:ouvert:adjective:1,ouvert,adjective,/u.vɛʁ/,open,abierto,打开的；开放的，开门营业的,C’est quelque chose d’ouvert.,It is something open.,Es algo abierto.,这是一种开放的东西。,machine-assisted
591,220,ouvrir,fr:ouvrir:verb:1,ouvrir,verb,/u.vʁiʁ/,to open,abrir,开，打开；开办，创立,Je vais ouvrir la fenêtre.,I am going to open the window.,Voy a abrir la ventana.,我要打开窗户。,machine-assisted
592,220,page,fr:page:noun:1,page,noun,/paʒ/,"page (of a book, etc.)",página,页,On parle de la page.,We are talking about it.,Estamos hablando de ello.,我们正在谈论页。,machine-assisted
593,220,pain,fr:pain:noun:1,pain,noun,/pɛ̃/,bread,pan,面包,Le pain est sur la table.,The bread is on the table.,El pan está sobre la mesa.,面包在桌子上。,seed-reviewed
594,220,palais,fr:palais:noun:1,palais,noun,/pa.lɛ/,palace,palacio,宫殿，王宫；高大华丽的建筑物,Voici le palais.,Here it is.,Aquí está.,这是宫殿。,machine-assisted
595,220,pantalon,fr:pantalon:noun:1,pantalon,noun,/pɑ̃.ta.lɔ̃/,"trousers (UK), pants (US)",pantalón,长裤,On parle du pantalon.,We are talking about it.,Estamos hablando de ello.,我们正在谈论长裤。,machine-assisted
596,220,papa,fr:papa:noun:1,papa,noun,/pa.pa/,"papa, a child's father; also as form of address: dad, daddy",papá,爸爸,Voici le papa.,Here it is.,Aquí está.,这是爸爸。,machine-assisted
597,220,par,fr:par:preposition:1,par,preposition,/paʁ/,through,a través de o por,经过，通过，从（表示地点）,Nous passons par Bordeaux.,We are going through Bordeaux.,Pasamos por Burdeos.,我们经过波尔多。,machine-assisted
598,220,parapluie,fr:parapluie:noun:1,parapluie,noun,/pa.ʁa.plɥi/,umbrella for rain,paraguas,雨伞,On parle du parapluie.,We are talking about it.,Estamos hablando de ello.,我们正在谈论雨伞。,machine-assisted
599,220,parc,fr:parc:noun:1,parc,noun,/paʁk/,park,parque,公园,Voici le parc.,Here it is.,Aquí está.,这是公园。,machine-assisted
600,220,parce que,fr:parce que:conjunction:1,parce que,conjunction,/paʁ.s(ə) kə/,because,porque,因为,Je reste ici parce qu’il pleut.,I am staying here because it is raining.,Me quedo aquí porque llueve.,我留在这里是因为下雨了。,machine-assisted
601,220,pardon,fr:pardon:interjection:1,pardon,interjection,/paʁ.dɔ̃/,excuse me,perdón,原谅，饶恕，宽恕,"Pardon, où est la gare ?","Excuse me, where is the station?","Perdone, ¿dónde está la estación?",抱歉，车站在哪里？,machine-assisted
602,220,parents,fr:parents:noun:1,parents,noun,/pa.ʁɑ̃/,parents,padres,父母,On parle des parents.,We are talking about it.,Estamos hablando de ello.,我们正在谈论父母。,machine-assisted
603,220,parfait(e),fr:parfait:adjective:1,parfait,adjective,/paʁ.fɛ/,perfect (exactly right),perfecto,完美的,C’est quelque chose de parfait.,It is something perfect (exactly right).,Es algo perfecto.,这是完美的东西。,machine-assisted
604,220,parfois,fr:parfois:adverb:1,parfois,adverb,/paʁ.fwa/,sometimes,"a veces, algunas veces",有时,Nous mangeons parfois ici.,We sometimes eat here.,A veces comemos aquí.,我们有时在这里吃饭。,machine-assisted
605,220,Paris,fr:paris:proper_noun:1,Paris,proper_noun,/pa.ʁi/,Paris (the capital and largest city of France),parís,巴黎（法国）,Je connais bien Paris.,I know Paris well.,Conozco bien París.,我很了解巴黎。,machine-assisted
606,221,parking,fr:parking:noun:1,parking,noun,/paʁ.kiŋ/,"car park, parking lot",aparcamiento,停车场,Voici le parking.,Here it is.,Aquí está.,这是停车场。,machine-assisted
607,221,parler,fr:parler:verb:1,parler,verb,/paʁ.le/,to speak; to talk,hablar,说话；讲话；交谈,Tu parles français ?,Do you speak French?,¿Hablas francés?,你会说法语吗？,seed-reviewed
608,221,parler de qn / qch.,fr:parler de:verb:1,parler de,verb,/paʁ.le/,to talk about,hablar de,谈到某人某事，议论某人某事,Nous parlons de notre voyage.,We are talking about our trip.,Hablamos de nuestro viaje.,我们谈论我们的旅程。,machine-assisted
609,221,parler à qn,fr:parler à:verb:1,parler à,verb,/paʁ.le/,to talk to,hablar con,对某人说话,Je parle à mon professeur.,I am talking to my teacher.,Hablo con mi profesor.,我和我的老师交谈。,machine-assisted
610,221,parler de... à qn,fr:parler de:verb:2,parler de,verb,/paʁ.le/,to talk about,hablar de,同某人谈论某人或某事,Nous parlons de notre voyage.,We are talking about our trip.,Hablamos de nuestro viaje.,我们谈论我们的旅程。,machine-assisted
611,221,particulier(ère),fr:particulier:adjective:1,particulier,adjective,/paʁ.ti.ky.lje/,particular,particular,特殊的；私人的独特的,C’est quelque chose de particulier.,It is something particular.,Es algo particular.,这很特别。,machine-assisted
612,221,partir,fr:partir:verb:1,partir,verb,/paʁ.tiʁ/,"to go away, leave, depart","partir, marchar, irse",出发，离开,Nous allons partir demain matin.,We are going to leave tomorrow morning.,Vamos a salir mañana por la mañana.,我们明天早上就出发。,machine-assisted
613,221,passer,fr:passer:verb:1,passer,verb,/pa.se/,to go past,pasar,经过；路过,Je vais passer chez Paul ce soir.,I am going to stop by Paul's place tonight.,Voy a pasar por casa de Paul esta noche.,今晚我要去拜访保罗。,machine-assisted
614,221,se passer,fr:se passer:verb:1,se passer,verb,/pa.se/,to happen,pasar; suceder,发生，经过（主语多为事件）,Que s’est-il passé hier ?,What happened yesterday?,¿Qué pasó ayer?,昨天发生了什么？,machine-assisted
615,221,pâtes,fr:pâtes:noun:1,pâtes,noun,/pat/,pasta,pasta,面条,Voici les pâtes.,Here it is.,Aquí está.,这些是面条。,machine-assisted
616,221,pâtisserie,fr:pâtisserie:noun:1,pâtisserie,noun,/pa.ti.sʁi/,cakeshop,pastelería,糕点店,Voici la pâtisserie.,Here it is.,Aquí está.,这是糕点店。,machine-assisted
617,221,pause,fr:pause:noun:1,pause,noun,/poz/,"pause, break",pausa,暂停，间断，休息,Voici la pause.,Here it is.,Aquí está.,这是暂停。,machine-assisted
618,221,pause-café,fr:pause-café:noun:1,pause-café,noun,/poz.ka.fe/,coffee break,pausa para el café,《俗》咖啡休息时间,Voici la pause-café.,Here it is.,Aquí está.,这是咖啡休息时间。,machine-assisted
619,221,pays,fr:pays:noun:1,pays,noun,/pe.i/,country,país,国家,La France est un pays d’Europe.,France is a country in Europe.,Francia es un país de Europa.,法国是欧洲的一个国家。,seed-reviewed
620,221,peintre,fr:peintre:noun:1,peintre,noun,/pɛ̃tʁ/,painter (artist),"pintor, pintora (artista)",画家，画师,On parle des peintres.,We are talking about it.,Estamos hablando de ello.,我们正在谈论画家。,machine-assisted
621,221,peinture,fr:peinture:noun:1,peinture,noun,/pɛ̃.tyʁ/,painting,pintura,绘画；油画；油漆，涂料,Voici la peinture.,Here it is.,Aquí está.,这是绘画。,machine-assisted
622,221,pendant,fr:pendant:preposition:1,pendant,preposition,/pɑ̃.dɑ̃/,"during, throughout, for the duration of",durante,在期间,Il a plu pendant la nuit.,It rained during the night.,Llovió durante la noche.,夜里下雨了。,machine-assisted
623,221,pendule,fr:pendule:noun:1,pendule,noun,/pɑ̃.dyl/,pendulum,reloj de pared; péndulo,挂钟，座钟；钟摆,On parle du pendule.,We are talking about it.,Estamos hablando de ello.,我们正在谈论挂钟。,machine-assisted
624,221,penser,fr:penser:verb:1,penser,verb,/pɑ̃.se/,to think,pensar,想；思考；认为,Je vais penser à mes vacances.,I am going to think about my holiday.,Voy a pensar en mis vacaciones.,我要考虑一下我的假期。,machine-assisted
625,221,permis(e),fr:permis:noun:1,permis,noun,/pɛʁ.mi/,"permit, licence",permiso,被容许的,Voici le permis.,Here it is.,Aquí está.,这是被容许的。,machine-assisted
626,221,personne,fr:personne:noun:1,personne,noun,/pɛʁ.sɔn/,person,persona,人,Voici la personne.,Here it is.,Aquí está.,这是人。,machine-assisted
627,221,petit(e),fr:petit:adjective:1,petit,adjective,/pə.ti/,small; little,pequeño,小的；矮小的,Nous avons une petite maison.,We have a small house.,Tenemos una casa pequeña.,我们有一所小房子。,seed-reviewed
628,221,petit(-)déjeuner,fr:petit-déjeuner:noun:1,petit-déjeuner,noun,/pətˈideʒønˈe/,breakfast,almuerzo,早餐,On parle du petit-déjeuner.,We are talking about it.,Estamos hablando de ello.,我们正在谈论早餐。,machine-assisted
629,221,peu,fr:peu:adverb:1,peu,adverb,/pø/,little; not very much/many,pocos,少，不多；不大，不太,Il dort peu en semaine.,He sleeps little during the week.,Duerme poco entre semana.,他平日里睡得很少。,machine-assisted
630,221,un peu,fr:un peu:adverb:1,un peu,adverb,/œ̃ pø/,"a little, a bit",un poco,一点儿，一下，少许，稍微,Je parle un peu français.,I speak a little French.,Hablo un poco de francés.,我会说一点法语。,machine-assisted
631,221,peut-être,fr:peut-être:adverb:1,peut-être,adverb,/pø.t‿ɛtʁ/,"maybe, perhaps",tal vez,也许,Peut-être viendra-t-elle demain.,Perhaps she will come tomorrow.,Quizá venga mañana.,也许她明天会来。,machine-assisted
